event_id,ticker,date,title,call_time_gmt,timing,mgmt_tone,remarks_tone,answers_tone,analyst_tone,mgmt_pct_negative,tone_change,ret_1d,abn_1d,ret_5d,abn_5d,ret_10d,abn_10d
9,AAPL,2018-07-31,Q3 2018 Apple Inc Earnings Call,21.0,after close,,,,,,,0.0589101741741449,0.05428283168698944,0.0883913953118931,0.06077461801181783,0.10613098554944922,0.08017875054459855
11,AAPL,2018-11-01,Q4 2018 Apple Inc Earnings Call,21.0,after close,0.3289121003911221,0.46762100053474126,0.16286640970824953,-0.055327985802608906,0.053156146179401995,,-0.06633066160858525,-0.05596353726625547,-0.05851205870467946,-0.07153587385166427,-0.1356409629640064,-0.1120965911657047
13,AAPL,2019-01-29,Q1 2019 Apple Inc Earnings Call,22.0,after close,,,,,,,0.06833476792494197,0.04631091316922342,0.12606674625108538,0.07288310742487902,0.10953532446614078,0.05456746231812848
12,AAPL,2019-04-30,Q2 2019 Apple Inc Earnings Call,21.0,after close,,,,,,,0.049085607471418324,0.0547369719178209,0.01091353405452189,0.02717345096678825,-0.056228996089236816,-0.011648080667939653
14,AAPL,2019-07-30,Q3 2019 Apple Inc Earnings Call,21.0,after close,,,,,,,0.020404322360359828,0.03227222836783383,-0.05642302089878115,-0.003200749935349134,0.004713091220197585,0.03580598513897082
15,AAPL,2019-10-30,Q4 2019 Apple Inc Earnings Call,21.0,after close,,,,,,,0.022609630668148473,0.024008973675201495,0.05746943269421978,0.044626264963016915,0.09045481361115382,0.06900496306478687
17,AAPL,2020-01-28,Q1 2020 Apple Inc Earnings Call,22.0,after close,,,,,,,0.020932340780152936,0.020341115604692428,0.0036513198822196724,-0.01773993048177025,0.008431200733139299,-0.03140412847225105
16,AAPL,2020-04-30,Q2 2020 Apple Inc Earnings Call,21.0,after close,,,,,,,-0.016099385183560022,0.01591569052251518,0.03383244388293738,0.023695783087211097,0.056425904897291046,0.05033224175480755
18,AAPL,2020-07-30,Q3 2020 Apple Inc Earnings Call,21.0,after close,,,,,,,0.104688587894604,0.0898167714004583,0.18414071841781499,0.13500300588526892,0.19781018929962357,0.15486547755411362
20,AMD,2016-01-19,Q4 2015 Advanced Micro Devices Inc Earnings Call,22.0,after close,0.31718927029832883,0.24111322032287716,0.35809037243566844,0.026828646013099287,0.0979020979020979,,-0.07692307692307687,-0.07574811321544495,0.06153846153846154,0.04127472773563334,0.02051282051282044,0.011578166728940298
19,AMD,2016-04-21,Q1 2016 Advanced Micro Devices Inc Earnings Call,21.0,after close,0.2751833067560756,0.2256097849564288,0.3008448945111869,0.1274398542009294,0.08139534883720931,-0.04200596354225322,0.5229007633587786,0.5309195741090021,0.3778625954198471,0.4062902584098065,0.3969465648854962,0.4432072554108183
21,AMD,2016-07-21,Q2 2016 Advanced Micro Devices Inc Earnings Call,21.0,after close,0.36283550984361423,0.3644542140129488,0.3620311847905287,0.04103027132339775,0.07053941908713693,0.08765220308753863,0.11877394636015337,0.11359839017906892,0.30651340996168597,0.290533575994516,0.23946360153256707,0.221262592489484
22,AMD,2016-10-20,Q3 2016 Advanced Micro Devices Inc Earnings Call,21.0,after close,0.3860423530820968,0.4047893408979117,0.366574327273366,0.15094653484411538,0.08018867924528301,0.023206843238482544,-0.06321839080459779,-0.06618869387972937,0.02155172413793105,0.026485089511321114,-0.03735632183908044,-0.002364740793785791
23,AMD,2017-01-31,Q4 2016 Advanced Micro Devices Inc Earnings Call,22.0,after close,0.3364051066676219,0.2747539969132049,0.3799235370825045,0.09180006943643093,0.1206896551724138,-0.04963724641447487,0.1629701060752171,0.1580082352293819,0.2815814850530376,0.2709969083213697,0.278688524590164,0.2488067687569786
25,AMD,2017-05-01,Q1 2017 Advanced Micro Devices Inc Earnings Call,21.0,after close,0.32099290193073693,0.32198237408672203,0.3204418035147452,0.03671933117959844,0.08130081300813008,-0.015412204736884982,-0.2422907488986783,-0.24290963702976853,-0.262848751835536,-0.26466437627280515,-0.1615271659324522,-0.17105993615140758
24,AMD,2017-07-25,Q2 2017 Advanced Micro Devices Inc Earnings Call,21.0,after close,0.34399005073677513,0.33859334320079576,0.34681967576915346,0.023529721196831728,0.08865248226950355,0.022997148806038203,0.04606661941885193,0.0444166197886644,-0.02834868887313957,-0.020671103656457523,-0.0708717221828491,-0.06436691000423
26,AMD,2017-10-24,Q3 2017 Advanced Micro Devices Inc Earnings Call,21.0,after close,0.4246942449579806,0.4287759763454752,0.42254720706051224,0.030342862559243653,0.056818181818181816,0.08070419422120545,-0.13473684210526315,-0.12950225780585967,-0.2287719298245614,-0.24835836819744506,-0.15438596491228063,-0.1800511010860274
28,AMD,2018-01-30,Q4 2017 Advanced Micro Devices Inc Earnings Call,22.0,after close,0.36236986835967977,0.44267815764600393,0.3102650854298623,0.06466137266789491,0.09025270758122744,-0.06232437659830081,0.06759906759906764,0.06638325883979834,-0.09479409479409473,-0.05607732720075631,-0.08469308469308467,-0.03214715210685426
27,AMD,2018-04-25,Q1 2018 Advanced Micro Devices Inc Earnings Call,21.5,after close,0.3648253119422939,0.4388072774466923,0.3172654769751806,0.07788105267042547,0.05016722408026756,0.002455443582614125,0.13697219361482982,0.12056097073108862,0.12976313079299695,0.11589059058536133,0.2306900102986611,0.1826913823129961
29,AMD,2018-07-25,Q2 2018 Advanced Micro Devices Inc Earnings Call,21.5,after close,0.4471151012125133,0.605377788800979,0.3617599438614306,0.07941918700401272,0.040145985401459854,0.0822897892702194,0.1433022519191436,0.15339524653834813,0.1514019408973173,0.17976091495306945,0.21993777071263354,0.22547342705997764
30,AMD,2018-10-24,Q3 2018 Advanced Micro Devices Inc Earnings Call,21.5,after close,0.3159856520212007,0.38768668317863225,0.2723415460992859,-0.014565961310066856,0.1274131274131274,-0.13112944919131259,-0.15445374486819907,-0.18398780948109916,-0.2009654146131894,-0.2287494451577332,-0.04168499158907457,-0.10672777257694699
32,AMD,2019-01-29,Q4 2018 Advanced Micro Devices Inc Earnings Call,22.5,after close,0.35555246535771284,0.43113021236602905,0.2909765422809869,-0.02315835553324885,0.10921501706484642,0.03956681333651213,0.19948051948051937,0.17745666472480082,0.21090903896103907,0.15772540013483272,0.18545454545454554,0.13048668330653324
31,AMD,2019-04-30,Q1 2019 Advanced Micro Devices Inc Earnings Call,21.5,after close,0.2731616765264781,0.2542107092728838,0.28796711969334865,0.04118836163662565,0.14473684210526316,-0.08239078883123474,-0.029677887429529037,-0.024026522983126464,-0.035106733083848485,-0.018846816171582126,-0.011219652957642157,0.033361262463655006
33,AMD,2019-07-30,Q2 2019 Advanced Micro Devices Inc Earnings Call,21.5,after close,0.2873351570106024,0.24880063121207058,0.3120367761122254,0.027931695280130953,0.12109375,0.014173480484124312,-0.10097425748373956,-0.08910635147626556,-0.1479184572754194,-0.0946961863119874,-0.05196333191506741,-0.020870437996294178
34,AMD,2019-10-29,Q3 2019 Advanced Micro Devices Inc Earnings Call,21.5,after close,0.36391128633912445,0.4009419146091922,0.34529800757903745,0.11914688493946896,0.05985915492957746,0.07657612932852204,0.003027611354151194,-0.0002503097488850692,0.0944596758843379,0.07539081678263582,0.11141386955537014,0.08613369111978786
36,AMD,2020-01-28,Q4 2019 Advanced Micro Devices Inc Earnings Call,22.5,after close,0.3758232160091585,0.49323437000230813,0.30722344064237445,0.04385359753009484,0.0851063829787234,0.011911929670034072,-0.0597664963341874,-0.06035772150964791,-0.02137340236242624,-0.042764652726416164,0.06471403254925856,0.024878703343868214
35,AMD,2020-04-28,Q1 2020 Advanced Micro Devices Inc Earnings Call,21.5,after close,0.2999072930494246,0.40648813778995585,0.24234223786870984,0.042284427242803166,0.10069444444444445,-0.07591592295973393,-0.03332729358051867,-0.0689905259628012,-0.059809027555720706,-0.08320539768200297,-0.03152585233384442,-0.07739384708831643
37,AMD,2020-07-28,Q2 2020 Advanced Micro Devices Inc Earnings Call,21.0,after close,0.40424795949800035,0.4853058764514954,0.3657454489450902,0.13496054781621303,0.07796610169491526,0.10434066644857576,0.12542515714502067,0.1118845525057286,0.2578020964679473,0.2059778874787368,0.1371098337951513,0.10050848976622917
39,AMZN,2016-01-28,Q4 2015 Amazon.com Inc Earnings Call,22.0,after close,0.32210923130473784,0.3253125685191345,0.3206818375200844,0.0363571539501402,0.08243727598566308,,-0.07609975261886215,-0.09990220027673213,-0.1559612335611389,-0.15660025893847473,-0.2070197119201591,-0.15380086287086292
38,AMZN,2016-04-28,Q1 2016 Amazon.com Inc Earnings Call,21.0,after close,0.2929920872931434,0.32630587206222117,0.28378339882039016,0.04197811740342268,0.044585987261146494,-0.02911714401159443,0.0956644966777409,0.10189308553649568,0.09483393189368772,0.11318874383722555,0.19257473920265777,0.20671747781956407
40,AMZN,2016-07-28,Q2 2016 Amazon.com Inc Earnings Call,21.5,after close,0.3864158890523317,0.36846105477095326,0.3908293678701007,0.0676460796493595,0.026905829596412557,0.0934238017591883,0.008238015869534099,0.006851026389897097,0.0108423156251376,0.008656076290799897,0.024753863716012292,0.010511340508385869
41,AMZN,2016-10-27,Q3 2016 Amazon.com Inc Earnings Call,21.5,after close,0.2881761125718745,-0.05081409003053393,0.3143963492372541,0.02561871045390549,0.02564102564102564,-0.09823977648045723,-0.0513710088109941,-0.046411218794248366,-0.06272295437319075,-0.03251571535428455,-0.09284420229808776,-0.09146949927938952
43,AMZN,2017-02-02,Q4 2016 Amazon.com Inc Earnings Call,22.5,after close,0.2862739051165788,-0.04080547299236059,0.32320222199984616,0.05890720956168085,0.028985507246376812,-0.0019022074552956791,-0.035418774421066335,-0.040842610328654994,-0.022132301606538896,-0.03614528522448501,0.004988395666574386,-0.026717310450558918
42,AMZN,2017-04-27,Q1 2017 Amazon.com Inc Earnings Call,21.5,after close,0.2888370136970119,0.061196515802294016,0.3166597412174775,0.10553825233752528,0.039603960396039604,0.0025631085804331266,0.007197440018307022,0.00741732614926105,0.02085196094834396,0.016487575906088736,0.031838661382877165,0.020759030794096578
44,AMZN,2017-07-27,Q2 2017 Amazon.com Inc Earnings Call,21.5,after close,0.33839684408546117,-0.04590983342911516,0.3797837170485694,0.11437429007227448,0.034722222222222224,0.049559830388449244,-0.0248183766730401,-0.023641701414324312,-0.05648185181644361,-0.04992452629230815,-0.08516254015296365,-0.05925923336825589
45,AMZN,2017-10-26,Q3 2017 Amazon.com Inc Earnings Call,21.5,after close,0.30164418546106087,-0.047787905271564214,0.33241179093437373,0.08720527349555111,0.017341040462427744,-0.0367526586244003,0.13216371247816916,0.11012698623044881,0.12524292635634504,0.10111978027717239,0.16114271785938228,0.13166482182056405
47,AMZN,2018-02-01,Q4 2017 Amazon.com Inc Earnings Call,22.5,after close,0.3086899931293205,-0.030394784226599667,0.3456810597499663,0.07771335019626552,0.06557377049180328,0.007045807668259629,0.02874097194244607,0.04836084974786381,-0.028417266187050316,0.05399693043876508,0.05162590647482013,0.06914989005977645
46,AMZN,2018-04-26,Q1 2018 Amazon.com Inc Earnings Call,21.5,after close,0.3482388449238097,-0.05008721983592425,0.3849267719411536,0.02684508044017004,0.03614457831325301,0.03954885179448919,0.03600887731188318,0.03585159689299666,0.03565311101114088,0.03994186584282022,0.06002793047319388,0.019811200416237185
48,AMZN,2018-07-26,Q2 2018 Amazon.com Inc Earnings Call,21.5,after close,0.28799056060631406,-0.0524864926535104,0.3144721091931893,0.1536535258204037,0.041237113402061855,-0.060248284317495626,0.005127223451327323,0.019742305050035602,0.014563028761061858,0.02086576684025998,0.050066382743362725,0.04502324719216455
49,AMZN,2018-10-25,Q3 2018 Amazon.com Inc Earnings Call,21.5,after close,0.24411391558006723,-0.05622784001752734,0.26827934419136795,0.05148945661261678,0.0851063829787234,-0.04387664502624683,-0.07819679467129459,-0.05754595223687209,-0.06544830859024353,-0.08126066733098636,-0.015295964653752159,-0.04433807577875715
51,AMZN,2019-01-31,Q4 2018 Amazon.com Inc Earnings Call,22.5,after close,0.3357159401869488,-0.05566100337143455,0.3703949098693372,0.05379186241099468,0.05232558139534884,0.09160202460688155,-0.0538188086996656,-0.051364708934260594,-0.060719243985026705,-0.06162697534972683,-0.055901716452284145,-0.07584337275059383
50,AMZN,2019-04-25,Q1 2019 Amazon.com Inc Earnings Call,21.5,after close,0.23189315913138367,-0.045148837978818586,0.2536829791288153,-0.012139365427951881,0.08854166666666667,-0.10382278105556511,0.02543304244973066,0.02201872812781125,-0.0007517697463529371,0.009337327770031378,-0.001251152582468107,0.02437990166390369
52,AMZN,2019-07-25,Q2 2019 Amazon.com Inc Earnings Call,21.5,after close,0.35171124765551404,-0.04776590350749237,0.38348783922529867,0.009118913950279672,0.04736842105263158,0.11981808852413037,-0.015589009049359448,-0.0267159710554975,-0.060035871174644595,-0.04456954808865943,-0.07139958803516933,-0.047198712387765074
53,AMZN,2019-10-24,Q3 2019 Amazon.com Inc Earnings Call,21.5,after close,0.25636621302244467,-0.047774985166532655,0.2863519649565692,0.016477422051442165,0.08333333333333333,-0.09534503463306937,-0.010922220983645148,-0.017924629222970556,-0.0023135900745212545,-0.015331321944156207,0.004166669593754779,-0.026217621730848517
55,AMZN,2020-01-30,Q4 2019 Amazon.com Inc Earnings Call,22.5,after close,0.3033820427409274,-0.053814609734607596,0.33212200328493596,0.04953492788115033,0.06382978723404255,0.04701582971848273,0.07379130210151907,0.08970595711724372,0.09598109821937517,0.06659914651448351,0.14924522363031523,0.1048272042605145
54,AMZN,2020-04-30,Q1 2020 Amazon.com Inc Earnings Call,21.5,after close,0.17679052368341083,0.1785771882813424,0.17625237169608204,0.0267255311441976,0.09722222222222222,-0.12659151905751656,-0.07597411519805986,-0.04395903949198465,-0.043003190379951484,-0.053139851175677766,-0.034417907033144735,-0.04051157017562823
56,AMZN,2020-07-30,Q2 2020 Amazon.com Inc Earnings Call,21.5,after close,0.30691346384499174,0.36476526474719173,0.28437816930750687,0.059623023143245114,0.08786610878661087,0.1301229401615809,0.03696084162038438,0.02208902512623867,0.056725730905838434,0.007588018373292371,0.03576160962557773,-0.007183102119932228
58,ASML,2016-01-20,Q4 2015 ASML Holding NV Earnings Call,14.0,during market,0.20665816774488996,0.3894961400305381,0.13921127130173974,0.04290035860154961,0.02922077922077922,,0.061503941143920215,0.06267890485155214,0.12288357268753836,0.10261983888471016,0.10196720761770495,0.0930325538338248
57,ASML,2016-04-20,Q1 2016 ASML Holding NV Earnings Call,13.0,before open,0.20881095150899556,0.30107706505339593,0.16197536087732026,0.10035908699501306,0.037037037037037035,0.0021527837641056036,-0.033283200684792735,-0.03486200308804377,-0.033483645429354225,-0.022947852845010996,-0.04218076240061075,-0.006330958803742681
59,ASML,2016-07-20,Q2 2016 ASML Holding NV Earnings Call,13.0,before open,0.22003383318808944,0.3747696984175812,0.15080989348015894,0.0433536468539387,0.04363636363636364,0.011222881679093882,0.02395162746226087,0.013316972392092286,0.02972647559573227,0.015096953481919195,0.03550139268343777,0.015375814013620648
60,ASML,2016-10-19,Q3 2016 ASML Holding NV Earnings Call,13.0,before open,0.19701391687892653,0.3154057469332545,0.1518598235558805,0.08609358832472935,0.050505050505050504,-0.02301991630916292,0.017199143290581365,0.016708984918765157,0.02159678855885616,0.014052687446526324,0.015244648969962915,0.032457181901012544
62,ASML,2017-01-18,Q4 2016 ASML Holding NV Earnings Call,14.0,during market,0.22624679342516174,0.3504960215699005,0.15169725653831848,0.050988437755533106,0.0703125,0.029232876546235215,0.06090930714769005,0.05785446929477134,0.057285838797405786,0.04605041457114667,0.0473642892422943,0.033631888624346074
61,ASML,2017-04-19,Q1 2017 ASML Holding NV Earnings Call,13.0,before open,0.20477392347283638,0.38149820947243523,0.12281483431360211,0.11533460906187518,0.0627062706270627,-0.021472869952325363,-0.02877917131528862,-0.03109725645832062,0.02747807220036469,-0.0026135450795430337,0.04347666387957738,0.0014386855735368798
63,ASML,2017-07-19,Q2 2017 ASML Holding NV Earnings Call,13.0,before open,0.2436330254468782,0.48375501903714707,0.13936952823005094,0.033967372277222664,0.039755351681957186,0.038859101974041826,0.051518171803232704,0.045098249129021495,0.06617802363867353,0.05548184669131051,0.05354263965697048,0.05060616873629553
64,ASML,2017-10-18,Q3 2017 ASML Holding NV Earnings Call,13.0,before open,0.24059330530981451,0.4518875070295275,0.17070368474098638,0.04700430786127553,0.03757225433526012,-0.0030397201370636895,-0.026142618542168483,-0.026227172850030067,0.011852158784937616,0.015661228001320304,0.025008522213303408,0.00930575915626708
66,ASML,2018-01-17,Q4 2017 ASML Holding NV Earnings Call,14.0,during market,0.24055398255734453,0.4681761185414731,0.1283610814087693,0.09364252472396499,0.06349206349206349,-3.932275246998351e-05,0.06867684835603294,0.05835112222309835,0.10221049862566156,0.06945714127886937,0.07431051999818439,0.04956000600045174
65,ASML,2018-04-18,Q1 2018 ASML Holding NV Earnings Call,13.0,before open,0.24573579270794405,0.4170535734987685,0.16007690231253183,0.107106198997874,0.0392156862745098,0.005181810150599514,-0.029995291617665565,-0.031937324526110755,-0.08768226817051428,-0.05008492761545247,-0.09198088856842523,-0.07132468264134117
67,ASML,2018-07-18,Q2 2018 ASML Holding NV Earnings Call,13.0,before open,0.2952497602244349,0.44235691582502495,0.23721666214346818,0.1675025064555206,0.023026315789473683,0.04951396751649084,0.06636002241160566,0.06644661255788853,0.04580598827758742,0.047632834562082005,0.04727414356841719,0.07061307095200209
68,ASML,2018-10-17,Q3 2018 ASML Holding NV Earnings Call,13.0,before open,0.23798588609126262,0.44784337950129344,0.15928932606250107,0.10873938687419628,0.05278592375366569,-0.05726387413317227,0.018104769320702152,0.018469695429376265,-0.048261028453885024,-0.021061962254672384,-0.0714285397163914,-0.008144130582189657
70,ASML,2019-01-23,Q4 2018 ASML Holding NV Earnings Call,14.0,during market,0.1967358007080781,0.27003331004676445,0.15774008145399868,0.01797055897600565,0.10932475884244373,-0.041250085383184504,0.016426189518699452,0.015655551388236377,0.09473351447585587,0.09360391768099707,0.13862048833389196,0.0842471766448698
69,ASML,2019-04-17,Q1 2019 ASML Holding NV Earnings Call,13.0,before open,0.18839712174164144,0.3037766720268077,0.14697882163927406,0.09787448272646333,0.06289308176100629,-0.008338678966436669,-0.0012768968527112623,-0.0007581740146960225,0.00879087909468046,-0.003931228426533595,0.025469280645696202,0.019293188567903075
71,ASML,2019-07-17,Q2 2019 ASML Holding NV Earnings Call,13.0,before open,0.1672984264944304,0.2710136895341908,0.1301009692860775,0.04485426685943078,0.06521739130434782,-0.02109869524721103,0.06180481924758796,0.06637623590510455,0.12297557491503874,0.11949736959832813,0.11385367445972672,0.10767444740751242
72,ASML,2019-10-16,Q3 2019 ASML Holding NV Earnings Call,13.0,before open,0.1945628099648918,0.2866550345883466,0.1618358210491186,0.04176036833274749,0.054878048780487805,0.027264383470461395,-0.048852544618921634,-0.04584227856240475,-0.04578761734321912,-0.04033765578948256,-0.01098911041373618,-0.026714255696030142
74,ASML,2020-01-22,Q4 2019 ASML Holding NV Earnings Call,14.0,during market,0.26741354710233795,0.3763483260492129,0.22710288000305384,0.13422830284644777,0.06752411575562701,0.07285073713744614,-0.007205066455501785,-0.008588080474001392,-0.02754692367903111,-0.016754912461157345,0.0027815606412544547,-0.007586823890969097
73,ASML,2020-04-15,Q1 2020 ASML Holding NV Earnings Call,13.0,before open,0.11350214589028751,0.21977014313810148,0.03962599807095161,0.024965672790036572,0.12933753943217666,-0.15391140121205044,-0.022289159591673435,-0.00789692325845781,-0.027134614246386746,0.0025175073615303356,0.01372521685542294,0.002922840024725426
75,ASML,2020-07-15,Q2 2020 ASML Holding NV Earnings Call,13.0,before open,0.30748989097458324,0.49257292184207974,0.1875478151051442,0.04722583281267204,0.030508474576271188,0.19398774508429573,-0.05392736108927165,-0.059829986186243245,-0.03278477037069283,-0.051069444995265,-0.051583808357708705,-0.04333767462399052
77,CSCO,2016-02-10,Q2 2016 Cisco Systems Inc Earnings Call,21.5,after close,0.3060055955917638,0.3407192125371894,0.2859261504958804,0.13296955072372738,0.052795031055900624,,0.09640134881764517,0.10031162048463538,0.17414464180810385,0.12653266157015652,0.18169699662908445,0.11198669245085835
78,CSCO,2016-05-18,Q3 2016 Cisco Systems Inc Earnings Call,20.5,after close,0.315323046738071,0.4666122021597056,0.24074388561472995,0.08694321682749244,0.07232704402515723,0.009317451146307165,0.03181133196579755,0.03742214818136824,0.0823352801667494,0.049466305303414115,0.08832340644297898,0.03931858270641286
76,CSCO,2016-08-17,Q4 2016 Cisco Systems Inc Earnings Call,20.5,after close,0.33979242945650034,0.4624962677074553,0.23897207828214878,0.01682055197460087,0.06293706293706294,0.024469382718429356,-0.007812425017183822,-0.01000988013134263,0.01106774053749171,0.013165833485340284,0.023437570368489036,0.02639051443816276
79,CSCO,2016-11-16,Q1 2017 Cisco Systems Inc Earnings Call,21.5,after close,0.2647028545085341,0.34135031355101436,0.20919952209846213,-0.038839408276795315,0.1,-0.07508957494796625,-0.048147002037324804,-0.055586711404206235,-0.05891672148958338,-0.07517865288576009,-0.06715234320141084,-0.058942019746180185
81,CSCO,2017-02-15,Q2 2017 Cisco Systems Inc Earnings Call,21.5,after close,0.28953560512099,0.37563758851899726,0.21749108840020842,0.09826086191734408,0.08888888888888889,0.024832750612455934,0.02376604212345379,0.024546192626943575,0.03717212840426343,0.03441072435801096,0.047836490027049594,0.040657057912690364
82,CSCO,2017-05-17,Q3 2017 Cisco Systems Inc Earnings Call,20.5,after close,0.23549020147840613,0.38523479658660703,0.1468658492715117,0.051027060328525005,0.10256410256410256,-0.054045403642583895,-0.07214651026389507,-0.07944777377882783,-0.06889389956034642,-0.0941432291648302,-0.05913632895562604,-0.09832788258335945
80,CSCO,2017-08-16,Q4 2017 Cisco Systems Inc Earnings Call,20.5,after close,0.26637399880059376,0.3973507776756638,0.17185467383920303,0.0033139471548149385,0.12275449101796407,0.03088379732218763,-0.0401978012041001,-0.020781319904318418,-0.0439085211765724,-0.033396535026585794,-0.010822540951612614,-0.014478930911901
83,CSCO,2017-11-15,Q1 2018 Cisco Systems Inc Earnings Call,21.5,after close,0.32007464850604705,0.3428307410059987,0.3026639468617887,0.08423321606083349,0.06463878326996197,0.053700649705453296,0.05189077500905781,0.03890578370899189,0.0686015286827868,0.04457157690120406,0.09352077147948701,0.0685051136078112
85,CSCO,2018-02-14,Q2 2018 Cisco Systems Inc Earnings Call,21.5,after close,0.36544863258038035,0.4835508441181569,0.2913206487428397,0.13511007599946526,0.0457516339869281,0.045373984074333296,0.04727955877041823,0.031487837324936985,0.020194750763535385,0.010889982885156968,0.04062707116382214,0.03545603163554545
86,CSCO,2018-05-16,Q3 2018 Cisco Systems Inc Earnings Call,20.5,after close,0.3460583652412852,0.46338021328991597,0.27787655826014374,0.04911999555157596,0.059602649006622516,-0.019390267339095157,-0.037643925071002116,-0.03550429969527713,-0.03277235634721731,-0.03651107425931199,-0.05425161567575454,-0.06017464031046671
84,CSCO,2018-08-15,Q4 2018 Cisco Systems Inc Earnings Call,20.5,after close,0.33307442699276063,0.49015415468047024,0.23414440618944354,-0.014728966871133217,0.05309734513274336,-0.012983938248524562,0.029639656137113723,0.025471994393741815,0.0485634844166114,0.03377338865406099,0.08253522073937258,0.03937022985298344
87,CSCO,2018-11-14,Q1 2019 Cisco Systems Inc Earnings Call,21.5,after close,0.3557379444147824,0.5027219871417261,0.2730196519710478,0.09692044649273157,0.019390581717451522,0.022663517422021773,0.05504182552171066,0.03785671573291838,0.012632622219031164,0.03563306555928292,0.06789981844345383,0.04874588509957678
89,CSCO,2019-02-13,Q2 2019 Cisco Systems Inc Earnings Call,21.5,after close,0.3129625037632452,0.45501741662670947,0.22427628744517078,0.14660971154886726,0.047619047619047616,-0.04277544065153721,0.018947257829911468,0.018061816369555395,0.04021049392176246,0.034910215685320045,0.0898947378479007,0.07478096958154357
90,CSCO,2019-05-15,Q3 2019 Cisco Systems Inc Earnings Call,20.5,after close,0.26198633597451365,0.4781898690832292,0.14660848897899717,0.04861752423117074,0.0438871473354232,-0.05097616778873154,0.06655231450081023,0.05684911219058697,0.06197564507736297,0.0710920720051782,0.021548448045570323,0.05407527125755529
88,CSCO,2019-08-14,Q4 2019 Cisco Systems Inc Earnings Call,20.5,after close,0.2787124983646406,0.4778607431365082,0.1451926524380476,-0.023022412543038006,0.09183673469387756,0.016726162390126975,-0.08614898484164302,-0.0852074000010663,-0.03635646879191223,-0.06803538860208014,-0.07389842315462514,-0.08456739443938788
91,CSCO,2019-11-13,Q1 2020 Cisco Systems Inc Earnings Call,21.5,after close,0.24851283726029044,0.40030462867621563,0.14063565216595367,-0.12677730569689005,0.10294117647058823,-0.030199661104350184,-0.07325625787521162,-0.07289313103846329,-0.06974816221534164,-0.07500993253841626,-0.06644642387960109,-0.09274652518509596
93,CSCO,2020-02-12,Q2 2020 Cisco Systems Inc Earnings Call,21.5,after close,0.23505925529187532,0.31723882114551594,0.18816583070872447,-0.0047614069119321575,0.1223021582733813,-0.013453581968415118,-0.05227323202511802,-0.05083478954169218,-0.06168645703273756,-0.06425790150714272,-0.19807732196052164,-0.07886240675941225
94,CSCO,2020-05-13,Q3 2020 Cisco Systems Inc Earnings Call,20.5,after close,0.2509325118581147,0.3141312663503688,0.20541631043623226,-0.16295920078021783,0.09939759036144578,0.01587325656623939,0.045291946177470566,0.03620379761337045,0.08319419258853777,0.025358186338944266,0.08700831798012043,0.029938407727755356
